,logic_number,logic_name
52,logic00053,bb_80_dev1_rsi3
53,logic00054,bb_80_dev_2
54,logic00055,bb_80_dev2_rsi3
55,logic00056,bb_80_dev_3
56,logic00057,bb_80_dev3_rsi3
57,logic00058,RSI_80
58,logic00059,sma_slope_80-2_RSI_2
59,logic00060,sma_slope_80-2_rsi_2_macdhist_30-10
60,logic00061,bb_80_dev_1
61,logic00062,bb_80_dev1_rsi2
62,logic00063,bb_80_dev_2
63,logic00064,bb_80_dev2_rsi2
64,logic00065,bb_80_dev_3
65,logic00066,bb_80_dev3_rsi2
66,logic00067,MACD_30-20
67,logic00068,sma_slope_80-2_macdhist_30-20
68,logic00069,RSI_80
69,logic00070,sma_slope_80-2_RSI_80
70,logic00071,sma_slope_80-2_rsi_80_macdhist_30-20
71,logic00072,bb_80_dev_1
72,logic00073,bb_80_dev1_rsi80
73,logic00074,bb_80_dev_2
74,logic00075,bb_80_dev2_rsi80
75,logic00076,bb_80_dev_3
76,logic00077,bb_80_dev3_rsi80
77,logic00078,RSI_80
78,logic00079,sma_slope_80-2_RSI_40
79,logic00080,sma_slope_80-2_rsi_40_macdhist_30-20
80,logic00081,bb_80_dev_1
81,logic00082,bb_80_dev1_rsi40
82,logic00083,bb_80_dev_2
83,logic00084,bb_80_dev2_rsi40
84,logic00085,bb_80_dev_3
85,logic00086,bb_80_dev3_rsi40
86,logic00087,RSI_80
87,logic00088,sma_slope_80-2_RSI_20
88,logic00089,sma_slope_80-2_rsi_20_macdhist_30-20
89,logic00090,bb_80_dev_1
90,logic00091,bb_80_dev1_rsi20
91,logic00092,bb_80_dev_2
92,logic00093,bb_80_dev2_rsi20
93,logic00094,bb_80_dev_3
94,logic00095,bb_80_dev3_rsi20
95,logic00096,RSI_80
96,logic00097,sma_slope_80-2_RSI_10
97,logic00098,sma_slope_80-2_rsi_10_macdhist_30-20
98,logic00099,bb_80_dev_1
99,logic00100,bb_80_dev1_rsi10
100,logic00101,bb_80_dev_2
101,logic00102,bb_80_dev2_rsi10
102,logic00103,bb_80_dev_3
103,logic00104,bb_80_dev3_rsi10
104,logic00105,RSI_80
105,logic00106,sma_slope_80-2_RSI_5
106,logic00107,sma_slope_80-2_rsi_5_macdhist_30-20
107,logic00108,bb_80_dev_1
108,logic00109,bb_80_dev1_rsi5
109,logic00110,bb_80_dev_2
110,logic00111,bb_80_dev2_rsi5
111,logic00112,bb_80_dev_3
112,logic00113,bb_80_dev3_rsi5
113,logic00114,RSI_80
114,logic00115,sma_slope_80-2_RSI_3
115,logic00116,sma_slope_80-2_rsi_3_macdhist_30-20
116,logic00117,bb_80_dev_1
117,logic00118,bb_80_dev1_rsi3
118,logic00119,bb_80_dev_2
119,logic00120,bb_80_dev2_rsi3
120,logic00121,bb_80_dev_3
121,logic00122,bb_80_dev3_rsi3
122,logic00123,RSI_80
123,logic00124,sma_slope_80-2_RSI_2
124,logic00125,sma_slope_80-2_rsi_2_macdhist_30-20
125,logic00126,bb_80_dev_1
126,logic00127,bb_80_dev1_rsi2
127,logic00128,bb_80_dev_2
128,logic00129,bb_80_dev2_rsi2
129,logic00130,bb_80_dev_3
130,logic00131,bb_80_dev3_rsi2
131,logic00132,MACD_20-10
132,logic00133,sma_slope_80-2_macdhist_20-10
133,logic00134,RSI_80
134,logic00135,sma_slope_80-2_RSI_80
135,logic00136,sma_slope_80-2_rsi_80_macdhist_20-10
136,logic00137,bb_80_dev_1
137,logic00138,bb_80_dev1_rsi80
138,logic00139,bb_80_dev_2
139,logic00140,bb_80_dev2_rsi80
140,logic00141,bb_80_dev_3
141,logic00142,bb_80_dev3_rsi80
142,logic00143,RSI_80
143,logic00144,sma_slope_80-2_RSI_40
144,logic00145,sma_slope_80-2_rsi_40_macdhist_20-10
145,logic00146,bb_80_dev_1
146,logic00147,bb_80_dev1_rsi40
147,logic00148,bb_80_dev_2
148,logic00149,bb_80_dev2_rsi40
149,logic00150,bb_80_dev_3
150,logic00151,bb_80_dev3_rsi40
151,logic00152,RSI_80
152,logic00153,sma_slope_80-2_RSI_20
153,logic00154,sma_slope_80-2_rsi_20_macdhist_20-10
154,logic00155,bb_80_dev_1
155,logic00156,bb_80_dev1_rsi20
156,logic00157,bb_80_dev_2
157,logic00158,bb_80_dev2_rsi20
158,logic00159,bb_80_dev_3
159,logic00160,bb_80_dev3_rsi20
160,logic00161,RSI_80
161,logic00162,sma_slope_80-2_RSI_10
162,logic00163,sma_slope_80-2_rsi_10_macdhist_20-10
163,logic00164,bb_80_dev_1
164,logic00165,bb_80_dev1_rsi10
165,logic00166,bb_80_dev_2
166,logic00167,bb_80_dev2_rsi10
167,logic00168,bb_80_dev_3
168,logic00169,bb_80_dev3_rsi10
169,logic00170,RSI_80
170,logic00171,sma_slope_80-2_RSI_5
171,logic00172,sma_slope_80-2_rsi_5_macdhist_20-10
172,logic00173,bb_80_dev_1
173,logic00174,bb_80_dev1_rsi5
174,logic00175,bb_80_dev_2
175,logic00176,bb_80_dev2_rsi5
176,logic00177,bb_80_dev_3
177,logic00178,bb_80_dev3_rsi5
178,logic00179,RSI_80
179,logic00180,sma_slope_80-2_RSI_3
180,logic00181,sma_slope_80-2_rsi_3_macdhist_20-10
181,logic00182,bb_80_dev_1
182,logic00183,bb_80_dev1_rsi3
183,logic00184,bb_80_dev_2
184,logic00185,bb_80_dev2_rsi3
185,logic00186,bb_80_dev_3
186,logic00187,bb_80_dev3_rsi3
187,logic00188,RSI_80
188,logic00189,sma_slope_80-2_RSI_2
189,logic00190,sma_slope_80-2_rsi_2_macdhist_20-10
190,logic00191,bb_80_dev_1
191,logic00192,bb_80_dev1_rsi2
192,logic00193,bb_80_dev_2
193,logic00194,bb_80_dev2_rsi2
194,logic00195,bb_80_dev_3
195,logic00196,bb_80_dev3_rsi2
196,logic00197,sma_slope_80-3
197,logic00198,MACD_30-10
198,logic00199,sma_slope_80-3_macdhist_30-10
199,logic00200,RSI_80
200,logic00201,sma_slope_80-3_RSI_80
201,logic00202,sma_slope_80-3_rsi_80_macdhist_30-10
202,logic00203,bb_80_dev_1
203,logic00204,bb_80_dev1_rsi80
204,logic00205,bb_80_dev_2
205,logic00206,bb_80_dev2_rsi80
206,logic00207,bb_80_dev_3
207,logic00208,bb_80_dev3_rsi80
208,logic00209,RSI_80
209,logic00210,sma_slope_80-3_RSI_40
210,logic00211,sma_slope_80-3_rsi_40_macdhist_30-10
211,logic00212,bb_80_dev_1
212,logic00213,bb_80_dev1_rsi40
213,logic00214,bb_80_dev_2
214,logic00215,bb_80_dev2_rsi40
215,logic00216,bb_80_dev_3
216,logic00217,bb_80_dev3_rsi40
217,logic00218,RSI_80
218,logic00219,sma_slope_80-3_RSI_20
219,logic00220,sma_slope_80-3_rsi_20_macdhist_30-10
220,logic00221,bb_80_dev_1
221,logic00222,bb_80_dev1_rsi20
222,logic00223,bb_80_dev_2
223,logic00224,bb_80_dev2_rsi20
224,logic00225,bb_80_dev_3
225,logic00226,bb_80_dev3_rsi20
226,logic00227,RSI_80
227,logic00228,sma_slope_80-3_RSI_10
228,logic00229,sma_slope_80-3_rsi_10_macdhist_30-10
229,logic00230,bb_80_dev_1
230,logic00231,bb_80_dev1_rsi10
231,logic00232,bb_80_dev_2
232,logic00233,bb_80_dev2_rsi10
233,logic00234,bb_80_dev_3
234,logic00235,bb_80_dev3_rsi10
235,logic00236,RSI_80
236,logic00237,sma_slope_80-3_RSI_5
237,logic00238,sma_slope_80-3_rsi_5_macdhist_30-10
238,logic00239,bb_80_dev_1
239,logic00240,bb_80_dev1_rsi5
240,logic00241,bb_80_dev_2
241,logic00242,bb_80_dev2_rsi5
242,logic00243,bb_80_dev_3
243,logic00244,bb_80_dev3_rsi5
244,logic00245,RSI_80
245,logic00246,sma_slope_80-3_RSI_3
246,logic00247,sma_slope_80-3_rsi_3_macdhist_30-10
247,logic00248,bb_80_dev_1
248,logic00249,bb_80_dev1_rsi3
249,logic00250,bb_80_dev_2
250,logic00251,bb_80_dev2_rsi3
251,logic00252,bb_80_dev_3
252,logic00253,bb_80_dev3_rsi3
253,logic00254,RSI_80
254,logic00255,sma_slope_80-3_RSI_2
255,logic00256,sma_slope_80-3_rsi_2_macdhist_30-10
256,logic00257,bb_80_dev_1
257,logic00258,bb_80_dev1_rsi2
258,logic00259,bb_80_dev_2
259,logic00260,bb_80_dev2_rsi2
260,logic00261,bb_80_dev_3
261,logic00262,bb_80_dev3_rsi2
262,logic00263,MACD_30-20
263,logic00264,sma_slope_80-3_macdhist_30-20
264,logic00265,RSI_80
265,logic00266,sma_slope_80-3_RSI_80
266,logic00267,sma_slope_80-3_rsi_80_macdhist_30-20
267,logic00268,bb_80_dev_1
268,logic00269,bb_80_dev1_rsi80
269,logic00270,bb_80_dev_2
270,logic00271,bb_80_dev2_rsi80
271,logic00272,bb_80_dev_3
272,logic00273,bb_80_dev3_rsi80
273,logic00274,RSI_80
274,logic00275,sma_slope_80-3_RSI_40
275,logic00276,sma_slope_80-3_rsi_40_macdhist_30-20
276,logic00277,bb_80_dev_1
277,logic00278,bb_80_dev1_rsi40
278,logic00279,bb_80_dev_2
279,logic00280,bb_80_dev2_rsi40
280,logic00281,bb_80_dev_3
281,logic00282,bb_80_dev3_rsi40
282,logic00283,RSI_80
283,logic00284,sma_slope_80-3_RSI_20
284,logic00285,sma_slope_80-3_rsi_20_macdhist_30-20
285,logic00286,bb_80_dev_1
286,logic00287,bb_80_dev1_rsi20
287,logic00288,bb_80_dev_2
288,logic00289,bb_80_dev2_rsi20
289,logic00290,bb_80_dev_3
290,logic00291,bb_80_dev3_rsi20
291,logic00292,RSI_80
292,logic00293,sma_slope_80-3_RSI_10
293,logic00294,sma_slope_80-3_rsi_10_macdhist_30-20
294,logic00295,bb_80_dev_1
295,logic00296,bb_80_dev1_rsi10
296,logic00297,bb_80_dev_2
297,logic00298,bb_80_dev2_rsi10
298,logic00299,bb_80_dev_3
299,logic00300,bb_80_dev3_rsi10
300,logic00301,RSI_80
301,logic00302,sma_slope_80-3_RSI_5
302,logic00303,sma_slope_80-3_rsi_5_macdhist_30-20
303,logic00304,bb_80_dev_1
304,logic00305,bb_80_dev1_rsi5
305,logic00306,bb_80_dev_2
306,logic00307,bb_80_dev2_rsi5
307,logic00308,bb_80_dev_3
308,logic00309,bb_80_dev3_rsi5
309,logic00310,RSI_80
310,logic00311,sma_slope_80-3_RSI_3
311,logic00312,sma_slope_80-3_rsi_3_macdhist_30-20
312,logic00313,bb_80_dev_1
313,logic00314,bb_80_dev1_rsi3
314,logic00315,bb_80_dev_2
315,logic00316,bb_80_dev2_rsi3
316,logic00317,bb_80_dev_3
317,logic00318,bb_80_dev3_rsi3
318,logic00319,RSI_80
319,logic00320,sma_slope_80-3_RSI_2
320,logic00321,sma_slope_80-3_rsi_2_macdhist_30-20
321,logic00322,bb_80_dev_1
322,logic00323,bb_80_dev1_rsi2
323,logic00324,bb_80_dev_2
324,logic00325,bb_80_dev2_rsi2
325,logic00326,bb_80_dev_3
326,logic00327,bb_80_dev3_rsi2
327,logic00328,MACD_20-10
328,logic00329,sma_slope_80-3_macdhist_20-10
329,logic00330,RSI_80
330,logic00331,sma_slope_80-3_RSI_80
331,logic00332,sma_slope_80-3_rsi_80_macdhist_20-10
332,logic00333,bb_80_dev_1
333,logic00334,bb_80_dev1_rsi80
334,logic00335,bb_80_dev_2
335,logic00336,bb_80_dev2_rsi80
336,logic00337,bb_80_dev_3
337,logic00338,bb_80_dev3_rsi80
338,logic00339,RSI_80
339,logic00340,sma_slope_80-3_RSI_40
340,logic00341,sma_slope_80-3_rsi_40_macdhist_20-10
341,logic00342,bb_80_dev_1
342,logic00343,bb_80_dev1_rsi40
343,logic00344,bb_80_dev_2
344,logic00345,bb_80_dev2_rsi40
345,logic00346,bb_80_dev_3
346,logic00347,bb_80_dev3_rsi40
347,logic00348,RSI_80
348,logic00349,sma_slope_80-3_RSI_20
349,logic00350,sma_slope_80-3_rsi_20_macdhist_20-10
350,logic00351,bb_80_dev_1
351,logic00352,bb_80_dev1_rsi20
352,logic00353,bb_80_dev_2
353,logic00354,bb_80_dev2_rsi20
354,logic00355,bb_80_dev_3
355,logic00356,bb_80_dev3_rsi20
356,logic00357,RSI_80
357,logic00358,sma_slope_80-3_RSI_10
358,logic00359,sma_slope_80-3_rsi_10_macdhist_20-10
359,logic00360,bb_80_dev_1
360,logic00361,bb_80_dev1_rsi10
361,logic00362,bb_80_dev_2
362,logic00363,bb_80_dev2_rsi10
363,logic00364,bb_80_dev_3
364,logic00365,bb_80_dev3_rsi10
365,logic00366,RSI_80
366,logic00367,sma_slope_80-3_RSI_5
367,logic00368,sma_slope_80-3_rsi_5_macdhist_20-10
368,logic00369,bb_80_dev_1
369,logic00370,bb_80_dev1_rsi5
370,logic00371,bb_80_dev_2
371,logic00372,bb_80_dev2_rsi5
372,logic00373,bb_80_dev_3
373,logic00374,bb_80_dev3_rsi5
374,logic00375,RSI_80
375,logic00376,sma_slope_80-3_RSI_3
376,logic00377,sma_slope_80-3_rsi_3_macdhist_20-10
377,logic00378,bb_80_dev_1
378,logic00379,bb_80_dev1_rsi3
379,logic00380,bb_80_dev_2
380,logic00381,bb_80_dev2_rsi3
381,logic00382,bb_80_dev_3
382,logic00383,bb_80_dev3_rsi3
383,logic00384,RSI_80
384,logic00385,sma_slope_80-3_RSI_2
385,logic00386,sma_slope_80-3_rsi_2_macdhist_20-10
386,logic00387,bb_80_dev_1
387,logic00388,bb_80_dev1_rsi2
388,logic00389,bb_80_dev_2
389,logic00390,bb_80_dev2_rsi2
390,logic00391,bb_80_dev_3
391,logic00392,bb_80_dev3_rsi2
392,logic00393,sma_slope_80-5
393,logic00394,MACD_30-10
394,logic00395,sma_slope_80-5_macdhist_30-10
395,logic00396,RSI_80
396,logic00397,sma_slope_80-5_RSI_80
397,logic00398,sma_slope_80-5_rsi_80_macdhist_30-10
398,logic00399,bb_80_dev_1
399,logic00400,bb_80_dev1_rsi80
400,logic00401,bb_80_dev_2
401,logic00402,bb_80_dev2_rsi80
402,logic00403,bb_80_dev_3
403,logic00404,bb_80_dev3_rsi80
404,logic00405,RSI_80
405,logic00406,sma_slope_80-5_RSI_40
406,logic00407,sma_slope_80-5_rsi_40_macdhist_30-10
407,logic00408,bb_80_dev_1
408,logic00409,bb_80_dev1_rsi40
409,logic00410,bb_80_dev_2
410,logic00411,bb_80_dev2_rsi40
411,logic00412,bb_80_dev_3
412,logic00413,bb_80_dev3_rsi40
413,logic00414,RSI_80
414,logic00415,sma_slope_80-5_RSI_20
415,logic00416,sma_slope_80-5_rsi_20_macdhist_30-10
416,logic00417,bb_80_dev_1
417,logic00418,bb_80_dev1_rsi20
418,logic00419,bb_80_dev_2
419,logic00420,bb_80_dev2_rsi20
420,logic00421,bb_80_dev_3
421,logic00422,bb_80_dev3_rsi20
422,logic00423,RSI_80
423,logic00424,sma_slope_80-5_RSI_10
424,logic00425,sma_slope_80-5_rsi_10_macdhist_30-10
425,logic00426,bb_80_dev_1
426,logic00427,bb_80_dev1_rsi10
427,logic00428,bb_80_dev_2
428,logic00429,bb_80_dev2_rsi10
429,logic00430,bb_80_dev_3
430,logic00431,bb_80_dev3_rsi10
431,logic00432,RSI_80
432,logic00433,sma_slope_80-5_RSI_5
433,logic00434,sma_slope_80-5_rsi_5_macdhist_30-10
434,logic00435,bb_80_dev_1
435,logic00436,bb_80_dev1_rsi5
436,logic00437,bb_80_dev_2
437,logic00438,bb_80_dev2_rsi5
438,logic00439,bb_80_dev_3
439,logic00440,bb_80_dev3_rsi5
440,logic00441,RSI_80
441,logic00442,sma_slope_80-5_RSI_3
442,logic00443,sma_slope_80-5_rsi_3_macdhist_30-10
443,logic00444,bb_80_dev_1
444,logic00445,bb_80_dev1_rsi3
445,logic00446,bb_80_dev_2
446,logic00447,bb_80_dev2_rsi3
447,logic00448,bb_80_dev_3
448,logic00449,bb_80_dev3_rsi3
449,logic00450,RSI_80
450,logic00451,sma_slope_80-5_RSI_2
451,logic00452,sma_slope_80-5_rsi_2_macdhist_30-10
452,logic00453,bb_80_dev_1
453,logic00454,bb_80_dev1_rsi2
454,logic00455,bb_80_dev_2
455,logic00456,bb_80_dev2_rsi2
456,logic00457,bb_80_dev_3
457,logic00458,bb_80_dev3_rsi2
458,logic00459,MACD_30-20
459,logic00460,sma_slope_80-5_macdhist_30-20
460,logic00461,RSI_80
461,logic00462,sma_slope_80-5_RSI_80
462,logic00463,sma_slope_80-5_rsi_80_macdhist_30-20
463,logic00464,bb_80_dev_1
464,logic00465,bb_80_dev1_rsi80
465,logic00466,bb_80_dev_2
466,logic00467,bb_80_dev2_rsi80
467,logic00468,bb_80_dev_3
468,logic00469,bb_80_dev3_rsi80
469,logic00470,RSI_80
470,logic00471,sma_slope_80-5_RSI_40
471,logic00472,sma_slope_80-5_rsi_40_macdhist_30-20
472,logic00473,bb_80_dev_1
473,logic00474,bb_80_dev1_rsi40
474,logic00475,bb_80_dev_2
475,logic00476,bb_80_dev2_rsi40
476,logic00477,bb_80_dev_3
477,logic00478,bb_80_dev3_rsi40
478,logic00479,RSI_80
479,logic00480,sma_slope_80-5_RSI_20
480,logic00481,sma_slope_80-5_rsi_20_macdhist_30-20
481,logic00482,bb_80_dev_1
482,logic00483,bb_80_dev1_rsi20
483,logic00484,bb_80_dev_2
484,logic00485,bb_80_dev2_rsi20
485,logic00486,bb_80_dev_3
486,logic00487,bb_80_dev3_rsi20
487,logic00488,RSI_80
488,logic00489,sma_slope_80-5_RSI_10
489,logic00490,sma_slope_80-5_rsi_10_macdhist_30-20
490,logic00491,bb_80_dev_1
491,logic00492,bb_80_dev1_rsi10
492,logic00493,bb_80_dev_2
493,logic00494,bb_80_dev2_rsi10
494,logic00495,bb_80_dev_3
495,logic00496,bb_80_dev3_rsi10
496,logic00497,RSI_80
497,logic00498,sma_slope_80-5_RSI_5
498,logic00499,sma_slope_80-5_rsi_5_macdhist_30-20
499,logic00500,bb_80_dev_1
500,logic00501,bb_80_dev1_rsi5
501,logic00502,bb_80_dev_2
502,logic00503,bb_80_dev2_rsi5
503,logic00504,bb_80_dev_3
504,logic00505,bb_80_dev3_rsi5
505,logic00506,RSI_80
506,logic00507,sma_slope_80-5_RSI_3
507,logic00508,sma_slope_80-5_rsi_3_macdhist_30-20
508,logic00509,bb_80_dev_1
509,logic00510,bb_80_dev1_rsi3
510,logic00511,bb_80_dev_2
511,logic00512,bb_80_dev2_rsi3
512,logic00513,bb_80_dev_3
513,logic00514,bb_80_dev3_rsi3
514,logic00515,RSI_80
515,logic00516,sma_slope_80-5_RSI_2
516,logic00517,sma_slope_80-5_rsi_2_macdhist_30-20
517,logic00518,bb_80_dev_1
518,logic00519,bb_80_dev1_rsi2
519,logic00520,bb_80_dev_2
520,logic00521,bb_80_dev2_rsi2
521,logic00522,bb_80_dev_3
522,logic00523,bb_80_dev3_rsi2
523,logic00524,MACD_20-10
524,logic00525,sma_slope_80-5_macdhist_20-10
525,logic00526,RSI_80
526,logic00527,sma_slope_80-5_RSI_80
527,logic00528,sma_slope_80-5_rsi_80_macdhist_20-10
528,logic00529,bb_80_dev_1
529,logic00530,bb_80_dev1_rsi80
530,logic00531,bb_80_dev_2
531,logic00532,bb_80_dev2_rsi80
532,logic00533,bb_80_dev_3
533,logic00534,bb_80_dev3_rsi80
534,logic00535,RSI_80
535,logic00536,sma_slope_80-5_RSI_40
536,logic00537,sma_slope_80-5_rsi_40_macdhist_20-10
537,logic00538,bb_80_dev_1
538,logic00539,bb_80_dev1_rsi40
539,logic00540,bb_80_dev_2
540,logic00541,bb_80_dev2_rsi40
541,logic00542,bb_80_dev_3
542,logic00543,bb_80_dev3_rsi40
543,logic00544,RSI_80
544,logic00545,sma_slope_80-5_RSI_20
545,logic00546,sma_slope_80-5_rsi_20_macdhist_20-10
546,logic00547,bb_80_dev_1
547,logic00548,bb_80_dev1_rsi20
548,logic00549,bb_80_dev_2
549,logic00550,bb_80_dev2_rsi20
550,logic00551,bb_80_dev_3
551,logic00552,bb_80_dev3_rsi20
552,logic00553,RSI_80
553,logic00554,sma_slope_80-5_RSI_10
554,logic00555,sma_slope_80-5_rsi_10_macdhist_20-10
555,logic00556,bb_80_dev_1
556,logic00557,bb_80_dev1_rsi10
557,logic00558,bb_80_dev_2
558,logic00559,bb_80_dev2_rsi10
559,logic00560,bb_80_dev_3
560,logic00561,bb_80_dev3_rsi10
561,logic00562,RSI_80
562,logic00563,sma_slope_80-5_RSI_5
563,logic00564,sma_slope_80-5_rsi_5_macdhist_20-10
564,logic00565,bb_80_dev_1
565,logic00566,bb_80_dev1_rsi5
566,logic00567,bb_80_dev_2
567,logic00568,bb_80_dev2_rsi5
568,logic00569,bb_80_dev_3
569,logic00570,bb_80_dev3_rsi5
570,logic00571,RSI_80
571,logic00572,sma_slope_80-5_RSI_3
572,logic00573,sma_slope_80-5_rsi_3_macdhist_20-10
573,logic00574,bb_80_dev_1
574,logic00575,bb_80_dev1_rsi3
575,logic00576,bb_80_dev_2
576,logic00577,bb_80_dev2_rsi3
577,logic00578,bb_80_dev_3
578,logic00579,bb_80_dev3_rsi3
579,logic00580,RSI_80
580,logic00581,sma_slope_80-5_RSI_2
581,logic00582,sma_slope_80-5_rsi_2_macdhist_20-10
582,logic00583,bb_80_dev_1
583,logic00584,bb_80_dev1_rsi2
584,logic00585,bb_80_dev_2
585,logic00586,bb_80_dev2_rsi2
586,logic00587,bb_80_dev_3
587,logic00588,bb_80_dev3_rsi2
588,logic00589,sma_slope_80-10
589,logic00590,MACD_30-10
590,logic00591,sma_slope_80-10_macdhist_30-10
591,logic00592,RSI_80
592,logic00593,sma_slope_80-10_RSI_80
593,logic00594,sma_slope_80-10_rsi_80_macdhist_30-10
594,logic00595,bb_80_dev_1
595,logic00596,bb_80_dev1_rsi80
596,logic00597,bb_80_dev_2
597,logic00598,bb_80_dev2_rsi80
598,logic00599,bb_80_dev_3
599,logic00600,bb_80_dev3_rsi80
600,logic00601,RSI_80
601,logic00602,sma_slope_80-10_RSI_40
602,logic00603,sma_slope_80-10_rsi_40_macdhist_30-10
603,logic00604,bb_80_dev_1
604,logic00605,bb_80_dev1_rsi40
605,logic00606,bb_80_dev_2
606,logic00607,bb_80_dev2_rsi40
607,logic00608,bb_80_dev_3
608,logic00609,bb_80_dev3_rsi40
609,logic00610,RSI_80
610,logic00611,sma_slope_80-10_RSI_20
611,logic00612,sma_slope_80-10_rsi_20_macdhist_30-10
612,logic00613,bb_80_dev_1
613,logic00614,bb_80_dev1_rsi20
614,logic00615,bb_80_dev_2
615,logic00616,bb_80_dev2_rsi20
616,logic00617,bb_80_dev_3
617,logic00618,bb_80_dev3_rsi20
618,logic00619,RSI_80
619,logic00620,sma_slope_80-10_RSI_10
620,logic00621,sma_slope_80-10_rsi_10_macdhist_30-10
621,logic00622,bb_80_dev_1
622,logic00623,bb_80_dev1_rsi10
623,logic00624,bb_80_dev_2
624,logic00625,bb_80_dev2_rsi10
625,logic00626,bb_80_dev_3
626,logic00627,bb_80_dev3_rsi10
627,logic00628,RSI_80
628,logic00629,sma_slope_80-10_RSI_5
629,logic00630,sma_slope_80-10_rsi_5_macdhist_30-10
630,logic00631,bb_80_dev_1
631,logic00632,bb_80_dev1_rsi5
632,logic00633,bb_80_dev_2
633,logic00634,bb_80_dev2_rsi5
634,logic00635,bb_80_dev_3
635,logic00636,bb_80_dev3_rsi5
636,logic00637,RSI_80
637,logic00638,sma_slope_80-10_RSI_3
638,logic00639,sma_slope_80-10_rsi_3_macdhist_30-10
639,logic00640,bb_80_dev_1
640,logic00641,bb_80_dev1_rsi3
641,logic00642,bb_80_dev_2
642,logic00643,bb_80_dev2_rsi3
643,logic00644,bb_80_dev_3
644,logic00645,bb_80_dev3_rsi3
645,logic00646,RSI_80
646,logic00647,sma_slope_80-10_RSI_2
647,logic00648,sma_slope_80-10_rsi_2_macdhist_30-10
648,logic00649,bb_80_dev_1
649,logic00650,bb_80_dev1_rsi2
650,logic00651,bb_80_dev_2
651,logic00652,bb_80_dev2_rsi2
652,logic00653,bb_80_dev_3
653,logic00654,bb_80_dev3_rsi2
654,logic00655,MACD_30-20
655,logic00656,sma_slope_80-10_macdhist_30-20
656,logic00657,RSI_80
657,logic00658,sma_slope_80-10_RSI_80
658,logic00659,sma_slope_80-10_rsi_80_macdhist_30-20
659,logic00660,bb_80_dev_1
660,logic00661,bb_80_dev1_rsi80
661,logic00662,bb_80_dev_2
662,logic00663,bb_80_dev2_rsi80
663,logic00664,bb_80_dev_3
664,logic00665,bb_80_dev3_rsi80
665,logic00666,RSI_80
666,logic00667,sma_slope_80-10_RSI_40
667,logic00668,sma_slope_80-10_rsi_40_macdhist_30-20
668,logic00669,bb_80_dev_1
669,logic00670,bb_80_dev1_rsi40
670,logic00671,bb_80_dev_2
671,logic00672,bb_80_dev2_rsi40
672,logic00673,bb_80_dev_3
673,logic00674,bb_80_dev3_rsi40
674,logic00675,RSI_80
675,logic00676,sma_slope_80-10_RSI_20
676,logic00677,sma_slope_80-10_rsi_20_macdhist_30-20
677,logic00678,bb_80_dev_1
678,logic00679,bb_80_dev1_rsi20
679,logic00680,bb_80_dev_2
680,logic00681,bb_80_dev2_rsi20
681,logic00682,bb_80_dev_3
682,logic00683,bb_80_dev3_rsi20
683,logic00684,RSI_80
684,logic00685,sma_slope_80-10_RSI_10
685,logic00686,sma_slope_80-10_rsi_10_macdhist_30-20
686,logic00687,bb_80_dev_1
687,logic00688,bb_80_dev1_rsi10
688,logic00689,bb_80_dev_2
689,logic00690,bb_80_dev2_rsi10
690,logic00691,bb_80_dev_3
